source_type,source_id,album_code,album_title,album_type,category_name,track_count,duration_text,last_update,play_count_text,cover_url,source_url,summary
book,70946599,LR_ALB_00000011,白眉大侠|单田芳,audiobook,单田芳,399,650082,2024-07-25,732万,https://bookpic.lrts.me/l2cbldliy4ogducngup5dc3ly1bX5uva_180x254.png,https://www.lrts.me/book/70946599,《白眉大侠》讲述了宋朝四帝仁宗皇帝执政期间，以徐良、白云瑞为书胆，包括七侠、大五义、小五义、小七杰等众开封府校尉，在八王赵德芳、包拯、颜查散等清官的支持下，为保国泰民安而不顾个人安危，抗强暴、战邪恶、捣匪巢、灭贼寇，在众多武林豪杰的大力协助下，先后与勾结外匪、图谋反叛的阎王寨众贼、三教堂恶徒、三仙岛凶僧魔头展开了生死搏斗、最后大破小蓬莱碧霞宫，其间还不断受奸臣陷害，屡屡背腹受敌，身处险境。但众英雄义士不畏艰险、舍生忘死、爱憎分明、有勇有谋，利用高超的斗争艺术与惊人的武艺，最终...
book,71931128,LR_ALB_00000012,上门龙婿|影视剧《进击的叶辰》影视原著|至尊龙婿叶辰,audiobook,都市传说,2585,1985688,2026-06-12,16亿,https://bookpic.lrts.me/EhYPSoNnXi5kIN5kbUcKbP1jQe3nBUKl-1-71931128_180x254.png,https://www.lrts.me/book/71931128,叶家在燕京、在全国都是顶尖的家族之一。而叶辰却是所有人都瞧不起的上门女婿。没有人知道他的真实身份。那些瞧不起他的人，终究要跪在他的面前，诚惶诚恐的叫他一声爷
book,85182882,LR_ALB_00000013,四九城往事：加代传奇|仁义大哥|深圳称王|兄弟情义|江湖传奇,audiobook,都市传说,18651,4133417,2026-06-11,9707万,https://bookpic.lrts.me/4b2JCYrDjlyHcKukOmW3dehXbFCTcBdE-1-85182882_180x254.png,https://www.lrts.me/book/85182882,"加代，原名任家忠，四九城一代仁义大哥，90年代独闯深圳，外号“深圳王"",香港悍匪张子强的拜帖兄弟！ 加代大哥一生南征北战，朋友遍天下，能够做到为朋友两肋插刀，在九十年代算是四九城江湖的天花板级人物。"
book,88175800,LR_ALB_00000014,最后一个道士|完本畅听|骨头播|道士不好惹原班人马|风水秘术神作,audiobook,悬疑推理,1087,308387,2026-03-13,1110万,https://bookpic.lrts.me/xuaYGVIQgbnQO5UWxZ8BAxZq1UDQUQH8-1-88175800_180x254.png,https://www.lrts.me/book/88175800,查文斌，茅山派祖印持有者，正天道最后一代掌教传人。他一身道术，仗侠肝义胆，救活人于阴阳罅隙，渡死人于无间鬼道，却引业火烧身，遭天罚阴遣；凡人究竟能否改变上天注定的命运？失落的村庄究竟暗藏了多少恐怖故事？数百年未曾找到的答案究竟是什么？处处杀机、重重谜团、虚虚实实、真假难辨…
book,89162581,LR_ALB_00000015,重回小渔村|赶海|年代文|都市重生爽文|种田|多人精品有声剧,audiobook,都市传说,4307,1768897,2026-06-12,3亿,https://bookpic.lrts.me/EcFmukjNjRK3qXWnHWIoRelY1nsugXDy-1-89162581_180x254.png,https://www.lrts.me/book/89162581,叶耀东只是睡不着觉，想着去甲板上吹吹风，尿个尿，没想到掉海里回到了1982年。 还是那个熟悉的小渔村，只是他已经不是年轻时候的他了。 混账了半辈子，这回他想好好来过的，只是怎么一个个都不相信呢…… 上辈子没出息，这辈子他也没什么大理想大志向，只想挽回遗憾，跟老婆好好过日子，一家子平安喜乐就好。
book,91434500,LR_ALB_00000016,重生六零福气包：我在全球疯狂囤货,audiobook,现代言情,715,402159,2025-04-15,147万,https://bookpic.lrts.me/LWAmShhk2uJNiRXWs26tIpBWg40eyyTL-1-91434500_180x254.png,https://www.lrts.me/book/91434500,"女主看着四毛钱一斤的内蒙牛肉，空间仓库疯狂闪烁。 重生六零福气包，手握记者证玩转全球：莫斯科倒卖电视机，非洲收购咖啡豆，外交宴会上顺走总统专供红酒。 某天被军装大佬抵在国宴厅角落：""李记者，倒卖卢布要判七年。""她晃着特批文件轻笑：""顾司长，我这是中苏友好物资交流。"""
book,94023997,LR_ALB_00000017,特种兵王|全书免费,audiobook,都市传说,2709,1059802,2024-10-22,1118万,https://bookpic.lrts.me/gMH0hd7b0676lSpe29UDUZKRMpVCFfJi-1-94023997_180x254.png,https://www.lrts.me/book/94023997,宁城，唯一个靠走后门进入“狼牙”的男人，且看身世成谜的他如何闯出一片天，成为一代传奇！ “咳咳，不好意思，我觉得走后门挺好。”宁城道。 这是一个温情，刺激，搞笑的故事。
book,94326793,LR_ALB_00000018,道士不好惹|古井观传奇|全新重制多人版|风水玄学|骨头演播,audiobook,悬疑推理,3955,1661401,2026-06-12,5亿,https://bookpic.lrts.me/wf5zrq5UvwKVUQQ9Kxg3MjIFhQybM16R-1-94326793_180x254.png,https://www.lrts.me/book/94326793,晋忠和老板踏上终南山古井村的神秘之旅，陈三金因家族厄运寻求道观庇护。向缺发现陈家风水遭破坏，与厉鬼激战并成功驱除，却揭露更大阴谋。陈三金调查内鬼，向缺潜入湖底破解风水局，引发天道干预，陈家运势渐回。然而，三风水师被反噬，陈家子女又现风波。向缺再遇枉死女鬼，承诺伸冤，又牵扯出景洪大酒店的秘密。故事跌宕起伏，悬念重重，陈家风水局背后究竟隐藏怎样的惊天秘密？向缺又将如何化解重重危机？
book,94948069,LR_ALB_00000019,农家小福女|多人有声剧|大神种田文巅峰之作|家长里短|温馨搞笑,audiobook,穿越架空,4645,1653085,2025-06-02,1亿,https://bookpic.lrts.me/02W0IY8Jonz7mJ4ze7pBGnLJnrBn4Xcb-1-94948069_180x254.png,https://www.lrts.me/book/94948069,小满宝手握系统，带着兄弟嫂子们开荒，种地，种药材，开铺子…… 周家的四哥赌输了钱，母亲病重，赌场的人还想让满宝偿债。 村里人都说周家的宝贝疙瘩好日子到头了，老娘也握着满宝的小手哭唧唧。 小满宝手握系统，带着兄弟嫂子们开荒，种地，种药材，开铺子…… 日子越过越好，嫂子们却开始忧心满宝的婚事。 满宝抿嘴一笑：“我早就想好了，就选被我从小揍到大的竹马白善宝。”
book,12741369,LR_ALB_00000020,追骇人,audiobook,都市传说,599,442637,2024-09-18,202,https://bookpic.lrts.me/0xz4VrBgJ3XzPXExe8scF7wkagzD823u-1-12741369_180x254.png,https://www.lrts.me/book/12741369,江涛做梦都没想过自己居然还能飞天遁地，还能打怪兽！这种在动画片里面才有的东西、在二次元里面能看到的东西，结果全都出现了。只不过他这种状态有点不一样，在别人看来他就是一个正常的人，没有任何的区别，或者他只是坐在石头上发呆，可能站着发呆，同时，他已经进入了一个新的地图，进入状态，和那些怪物们进行着激烈的厮杀和战斗。
book,18282105,LR_ALB_00000021,顶级溺宠,audiobook,现代言情,238,105415,2025-07-08,345,https://bookpic.lrts.me/efsqDRtV431BjHN3u3zh4H9FYzqHuDH8-1-18282105_180x254.png,https://www.lrts.me/book/18282105,【明艳美人×冷傲大佬】 【女主视角一夜荒唐，男主视角蓄谋已久】 那晚南园，沈知意误喝被下料的酒，孤立无援，她彷徨落泪，难以想象喜欢十年的人弃自己而去。 寂静包厢，角落里忽然有人出声，显露出一张冷隽深挺的脸，他姿态慵懒地坐于椅上，朝她倾身望来，敛着双清黑锐利的眸子，语调悠悠，好似一时兴起。 “不如跟我？” 他是金字塔顶尖的人，是人人胆寒的掌权者，沈知意自知得罪不起，又被他刹那间露出的灼灼风姿惑了心。 她应了，“好。” 自此，谁都知道不近女色的裴家那位背地里养了只金丝雀，资源尽给...
book,21098264,LR_ALB_00000022,鱼果的预言,audiobook,穿越架空,107,43861,2024-06-26,78,https://bookpic.lrts.me/X8KOoNLJ2qH90pd1rBuwMVBElnBO60Zk-1-21098264_180x254.png,https://www.lrts.me/book/21098264,鱼果的预言只对仇人有效，而且都一一兑现，
book,25250332,LR_ALB_00000023,特种兵王在校园,audiobook,青春校园,99,37778,2024-07-10,1215,https://bookpic.lrts.me/30Np7ssUTBl9GTW9a5bQKmQEwFOLCSdB-1-25250332_180x254.png,https://www.lrts.me/book/25250332,特种兵王刘其兵，转行大学清洁工，内心却受昔日任务困扰。一次偶遇，让他对美女老师石磊一见倾心，然而身份悬殊让他望而却步。跟踪误会、副校长徐博的插足，更让这段感情扑朔迷离。刘其兵虽遭误解，却始终坚持守护石磊，甚至不惜与她的仰慕者发生冲突。他的深情与执着，能否打动石磊的心？而他与聂巧的互动，又隐藏着怎样的玄机？一段充满挑战与未知的爱情路，正等待刘其兵勇敢前行。
book,40072694,LR_ALB_00000024,致命高考,audiobook,穿越架空,1,441,2024-06-06,91,https://bookpic.lrts.me/QlipgaI9lpTM8rhdiQelgpVRgEBDZrgs-1-40072694_180x254.png,https://www.lrts.me/book/40072694,高考当天，我妈把我锁在房间。 隔壁燃气泄漏，我被炸死了。 我妈抱着我的尸体从二十楼一跃而下。 一阵白光闪过，我俩一起重生了。
book,54658196,LR_ALB_00000025,废材赘婿：从今我便是天骄|都市言情暴爽多播,audiobook,现代言情,120,41493,2024-07-27,197,https://bookpic.lrts.me/T3NbiTZBzwax3orQHyuqTni1fbWrd8aD-1-54658196_180x254.png,https://www.lrts.me/book/54658196,一桩说不清道不明的家族旧事，让商界巨擘言家次子言自流被老爷子冷眼相看，更遭到哥哥的无情排挤甚至追杀，下决心隐忍蛰伏的他，装庸扮颓，远遁外地避其锋芒，暗中却韬光养晦积蓄羽翼。在西山省向阳城，巧合之下，他入赘孙家，成为无所事事无人问津的废材赘婿。本打算继续一苟再苟，然而未亲芳泽的妻子孙细婵，却因父亲重病突然卷入了宗族之争。寡廉鲜耻的孙家父子，巧取豪夺的阴谋伎俩，细婵就仿佛摇摇欲坠的风中花枝。言自流心中一叹，眼眸里闪过一丝寒芒，推开了孙氏集团董事会会议室的门。一出好戏，拉开帷幕……
book,54865210,LR_ALB_00000026,神女小吃街经营指南|美食,audiobook,穿越架空,196,82808,2024-05-28,91,https://bookpic.lrts.me/rLLN2kYJmFXlWdUR8v53BCKmIqk9riHu-1-54865210_180x254.png,https://www.lrts.me/book/54865210,闲来无事，洛芙叶玩起一个名叫“古代美食小店”的全息游戏。 这游戏制作精良、画面真实、人物智能，实在是不可多得的优秀经营游戏。 洛芙叶逐渐沉迷，穿着礼包赠送的各式精美时装，美美地在这个混合了武侠元素的古代背景世界开小吃店、建造庄园、升级科技。 这里NPC无敌真实，但每一个都态度超好，说话又好听，她超喜欢这里的！ 此时，大雍王朝上至王公贵族，下到平民百姓，流传起一个广为人知的“秘密”— 美丽的神女误把大雍当成他界，居然定居此处，广撒起恩泽！ 金黄酥脆的炸鸡四十文一只！ 浓香四溢的...
book,54887500,LR_ALB_00000027,最强冥界杀神,audiobook,玄幻奇幻,445,349365,2024-08-17,6196,https://bookpic.lrts.me/cXh6feeolz7ae42ohqtq6vwsavue0h8t_180x254.png,https://www.lrts.me/book/54887500,一代冥王穿越异界！执掌正邪司盘，肆虐收小弟！ 你强？好得很！看我扭转你善恶是非观！我便是你的神！ 你正道君子？光明磊落？好！从此做我冥王手下收割灵魂的死神如何 看邪魅冥王如何征服神堕大陆！ 众神负我！我便要众神堕落！ 美色万千，我等你回来！ ――弑神殿冥狱
book,56413211,LR_ALB_00000028,我有一本治病天书,audiobook,都市传说,761,496642,2025-05-25,300,https://bookpic.lrts.me/lHpcOeaIFgi02t6Cxv10BQx6c3kH0Zwv-1-56413211_180x254.png,https://www.lrts.me/book/56413211,实习医生林牧喜欢研究古籍，他在一个旧货市场购买了一本古籍，从此开启了不一样的人生。他凛然之气玄妙，医术高明，一直秉承医道，悬壶济世，救死扶伤，普度众生。
book,58172967,LR_ALB_00000029,她的流年给了我,audiobook,都市传说,301,119609,2024-11-27,275,https://bookpic.lrts.me/Ij4ARRzff4UTp7zb1TIcCTS69oXhSbEA-1-58172967_180x254.png,https://www.lrts.me/book/58172967,那天，我在她衣服里发现了一件破了的裤袜，我好心的缝补好后，却被骂得狗血淋头。之后我听见她房间传来奇怪的声音
book,64664717,LR_ALB_00000030,天上掉下只兔大爷,audiobook,穿越架空,101,123867,2024-09-26,74,https://bookpic.lrts.me/yJVWkjzrppOQzHAsDU9LeOYe5ZgeG36s-1-64664717_180x254.png,https://www.lrts.me/book/64664717,女主穿越了 女主被功德系统绑定了 女主捡到了一只兔子，“好饿啊，要吃吗，可是兔兔这么可爱，算了还是吃吧……天啦！兔子诈尸啦！” “啊！兔子变成人了！” —————— 多年后，殿堂里，国君牵起身边人的手 “打算给我生几只兔子？”
book,65326255,LR_ALB_00000031,御宴,audiobook,古代言情,118,76190,2024-07-25,318,https://bookpic.lrts.me/Xl0o3y5ss5ri7nevrwatsqeq32hsgXyg_180x254.png,https://www.lrts.me/book/65326255,御宴，王朝盛世千载难设的大国之宴，邀四海邻邦，集天下芳华，但御宴，不仅仅是是一场鼎盛的宴席，它既有鸿门宴的惊心动魄，亦有煮酒论英雄的唇舌之辩。一场举国御宴，他 站在女人堆里，她，站在男人群里。
book,67036892,LR_ALB_00000032,重生后的我变得非常优秀|智能语音录制】【都市+现言,audiobook,都市传说,254,157329,2024-08-19,219,https://bookpic.lrts.me/VnZ3HXmDFoUkFVn1LS5LoB69vtcO9vyv-1-67036892_180x254.png,https://www.lrts.me/book/67036892,许默的父亲研究生毕业，在单位当了一辈子的边缘人物。 十八岁那年，许默永远失去了自己的初恋。 十一月的冷雨把大地涂抹的一片阴沉。 许默坐在高铁上， 只是眯了一会儿。 再睁眼，是那张楚楚动人的脸庞。
book,71588222,LR_ALB_00000033,纵横香都|青春|浪漫,audiobook,都市传说,230,154283,2024-08-17,86,https://bookpic.lrts.me/lC9JTd4YDR2NJ2QoaE9BIGDdVqrr6Y4C-1-71588222_180x254.png,https://www.lrts.me/book/71588222,青春啊，青春！你悄无声息地来到，也驻足在我们美丽的校园里。 日日听着你的欢快的脚步，躁动的心变得平静。你听，青春的乐章又奏响在校园的上空。蜿蜒的长龙下课的铃声刚过，青春的活力又挥洒在校园的跑到上。两条长龙分头在教学楼前擦肩而过。 洪亮的口号，清脆的哨声，矫健的身姿，有力的步伐......每一个身影都洋溢青春风采，那气势激荡着你，鼓舞着你，感染着你......缤纷的走廊走在C楼的走廊里，墙上的手抄报展会吸引你的目光。 年轻的心在宣告：青春就是绽放！如果你贪恋美丽的图案而驻足不前...
book,75292814,LR_ALB_00000034,王爷家法|我的野蛮大小姐,audiobook,穿越架空,2,894,2024-09-05,92,https://bookpic.lrts.me/KeoXX5rrwn0N2QRSPOnsF97Qw32bTUNT-1-75292814_180x254.png,https://www.lrts.me/book/75292814,【书名】王爷家法·我的野蛮大小姐 【作者】林沫曦 【总字数】15.4万 【书籍简介】 水琉璃，水氏皇朝的郡主，皇帝水琉轩最疼爱的妹妹，她，野蛮任性，俏皮可爱。因为不肯嫁邻国太子而逃婚，失足从阁楼上掉下，砸在一个男生的身上，当她睁开眼睛的时候，呈现在她眼前的是一个从来没有见过的世界。 夏哲旭，夏氏企业的继承人，他，脾气阴晴不定，时而温柔、时而火爆，时而单纯，时而腹黑。由于他的一时疏忽，家族的把柄落到杨家小姐的手里，为了不使家族企业毁在杨氏手中，他被迫成了杨家小姐的男朋友。 然而...
book,79419709,LR_ALB_00000035,青河魔师|修仙觅长生，热血任逍遥,audiobook,穿越架空,618,407018,2024-09-26,149,https://bookpic.lrts.me/Pjv7eEQSGZfKUpXCAsCDxWzumEVCuTte-1-79419709_180x254.png,https://www.lrts.me/book/79419709,《青河魔师》作者：远山依旧在
book,79660740,LR_ALB_00000036,隋时,audiobook,都市传说,302,153194,2024-09-18,272,https://bookpic.lrts.me/6ELMvnZe6266nlH44CXKiyuwBSsIB5di-1-79660740_180x254.png,https://www.lrts.me/book/79660740,侠是什么？如果你问那个少年，他肯定会激动地举起小木剑：“侠之大者，为国为民。”只是他的木匠老爹会忍不住皱皱眉，担心他把木剑弄坏，那就还得再做新的。大妈还会想东想西唠唠叨叨，最后的结论是，孩子大了翅膀硬了管不了了。许久，老爹放下锯子，说既然你考学无望那总得去看看江湖。于是，他踏上了路……
book,82705219,LR_ALB_00000037,下雨了，我给大叔撑伞,audiobook,穿越架空,68,30266,2024-05-23,82,https://bookpic.lrts.me/J1nOAPqNH3hlCQp69aeDTBNKfmPGQsS2-1-82705219_180x254.png,https://www.lrts.me/book/82705219,上辈子，她一心为母报仇，对方抓住她急于报仇的心理，利用温柔攻势，花言巧语，英雄救美，山盟海誓。她眼瞎，把人渣当成了救世主，坑害了这个世界上对她最好，可以倾其所有去换她性命的男人。发现自已眼瞎，是因为她重生了。
book,93858037,LR_ALB_00000038,人类之子|墨非|奋斗,audiobook,都市传说,155,85314,2024-08-18,65,https://bookpic.lrts.me/au9qo497daajajfu1tgcivnopqtzhyoh_180x254.png,https://www.lrts.me/book/93858037,小说男主人公墨非是一个外向、乐观、自信和积极向上的人。他喜欢帮助和鼓励他人，也乐于助人，尤其是在那些需要帮助的人出现困难时。 他喜欢旅行，体验各种文化，并尝试了解不同国家的人民和文化。 墨非的社会地位比较低，他没有固定收入，但他通过自由职业和赚钱的方式来维持生计。 他喜欢自由自在的生活方式，不喜欢被束缚和限制。 他喜欢自由探索，但也会为自己的梦想和目标而奋斗。
book,97706198,LR_ALB_00000039,终极强少|都市爽文,audiobook,都市传说,227,242595,2024-10-22,121,https://bookpic.lrts.me/vE51jXFYD9Jf4XlGUnAEKnj1UH9KP6Gc-1-97706198_180x254.png,https://www.lrts.me/book/97706198,被三位神秘美女算计，推到俏媚女总怀里的悲催纨绔，他是该奋起反抗，还是低头享受？
book,14170610,LR_ALB_00000040,京城加代,audiobook,单田芳,9284,3912957,2026-06-11,931万,https://bookpic.lrts.me/RYfMowFXoZPcKteSulcTjBaN9VPgEHHw-1-14170610_180x254.png,https://www.lrts.me/book/14170610,仁义大哥加代的传奇人生
book,18556893,LR_ALB_00000041,少年天子|曹灿|评书版50回,audiobook,单田芳,50,72648,2025-01-26,8349,https://bookpic.lrts.me/cbMgMwI7xgKSiOiraxyAiUh0KhgikbgM-1-18556893_180x254.png,https://www.lrts.me/book/18556893,描写清朝入关后第一代皇帝顺治政台生涯与爱情生活的长篇历史小说。明清易代之际，社会动荡，矛盾交织、自幼受到汉文化薰陶的顺治崇儒教，重文士，习汉俗，力倡“满汉一体”，摒弃“勤兵默武”，停圈地，整吏治，罢三饷，宽逃人法，与民休养生息，但朝廷内外!
book,24992920,LR_ALB_00000042,神探福尔摩斯|默尔摩斯冒险记,audiobook,公案评书,62,84037,2024-10-19,8111,https://bookpic.lrts.me/9JFiLU0q9kPgWYUHAOvcq1PUbSpe9UWe-1-24992920_180x254.png,https://www.lrts.me/book/24992920,《福尔摩斯冒险史》是根据有世界侦探“圣经”之称的《福尔摩斯探案》改编而成。全书56回，由12个故事组成，用通俗的评书语言为听众展示了一个世界级大侦探的推理世界。 播讲者：著名评书家 王封臣 12个故事分别是： 波希米亚丑闻（001——005） 波希米亚的国王，就要与斯堪的纳维亚的公主举行婚礼了，而他前情人艾琳·艾德勒手中却捏着一张与他合影的照片，万一此照片公布于世，将会对国王造成巨大丑闻。国王无奈化名找到福尔摩斯，请求大侦探设法取道这张照片。而，福尔摩斯万万没想到，他即将面对...
book,32457439,LR_ALB_00000043,济公传|臧汝德评书,audiobook,单田芳,127,147025,2024-11-09,4万,https://bookpic.lrts.me/HyLal8Ukm3PvPSysrusqjHI4ywLdYKuZ-1-32457439_180x254.png,https://www.lrts.me/book/32457439,臧汝德，青年评书相声演员。 著名相声表演艺术家、中国相声八大家之一，杨振华先生入室弟子；演播艺术家艾宝良先生入室弟子；著名评书表演艺术家石连君先生入室弟子。2018年入选国家艺术基金项目“北京评书表演艺术人才培养”项目。 《济公传》主要讲述南宋年间，京营节度使李茂春之子李修缘原是西天降龙罗汉，十八岁出家为僧，法号道济。董士宏寻女不得上吊自杀被济公救下，设法使父女二人重逢，又治好赵文会与苏北山母亲的眼疾。监寺广亮火烧大碑楼欲害济公，被济公施法浇灭，一计不成，广亮又要令济公化缘重...
book,33784439,LR_ALB_00000044,三侠剑之松棚英雄会|经典评书|江湖|武侠,audiobook,相声小品,180,121538,2024-09-24,13万,https://bookpic.lrts.me/4hcv9j0VuuhwZHawZ3KMNcmbaEYzuOZH-1-33784439_180x254.png,https://www.lrts.me/book/33784439,本专辑主要讲述清朝康熙年间江湖上以昆仑侠胜英为代表的三剑侠除暴安良的故事，以胜英和秦天豹的恩仇为主线，矛盾逐渐升级，个人恩怨演变为门派之争。\n在与一帮帮武林邪恶势力结下了不解之仇后，胜英等人依然无所畏惧，在众英雄豪杰的帮助下，大展才智，屡挫敌手，替天行道，扬善除恶。\n情节曲折，人物鲜明，节奏紧张，既有对三侠剑原书的拓展和补充，又去除了原书中的糟粕和穿帮，使喜欢三侠剑的听众耳目一新。大部分人年轻的时候心里都曾经憧憬过，想象自己以后长大了，也能成为一个大侠，行走江湖，到处闯荡...
